text,phonetic,meaning,example,audio,tag,difficulty,root,inflections,source,grade
Anglo-Saxon,，æŋɡləu'sæksən,盎格鲁-撒克逊人；盎格鲁撒克逊时期的,,,人教版高中必修5,3,,,人教版 高中必修5,高中
Norman,'nɔrmən,诺曼人；诺曼的,,,人教版高中必修5,3,,,人教版 高中必修5,高中
Viking,,北欧海盗；维京人,,,人教版高中必修5,3,,,人教版 高中必修5,高中
countryside,'kʌntrɪsaɪd,乡下；农村,,,人教版高中必修5,3,,,人教版 高中必修5,高中
enjoyable,ɪn'dʒɔɪəbl,令人愉快的；使人高兴的,,,人教版高中必修5,3,,,人教版 高中必修5,高中
leave out,,省去；遗漏；不考虑,,,人教版高中必修5,3,,,人教版 高中必修5,高中
opportunity,ˌɑpɚˈtunətɪ,机会；时机,,,人教版高中必修5,3,,,人教版 高中必修5,高中
description,dɪ'skrɪpʃən,描写；描述,,,人教版高中必修5,3,,,人教版 高中必修5,高中
fax,fæks,传真（机）；用传真传输（文件）,,,人教版高中必修5,3,,,人教版 高中必修5,高中
possibility,，pɑsə'bɪləti,可能（性）,,,人教版高中必修5,3,,,人教版 高中必修5,高中
plus,plʌs,加上；和；加的；正的；零上的,,,人教版高中必修5,3,,,人教版 高中必修5,高中
quarrel,'kwɔrəl,争吵；争论；吵架；争吵；吵架,,,人教版高中必修5,3,,,人教版 高中必修5,高中
alike,ə'laɪk,相同的；类似的,,,人教版高中必修5,3,,,人教版 高中必修5,高中
take the place of,,代替,,,人教版高中必修5,3,,,人教版 高中必修5,高中
break down,,(机器)损坏；破坏,,,人教版高中必修5,3,,,人教版 高中必修5,高中
arrange,ə'rendʒ,筹备；安排；整理,,,人教版高中必修5,3,,,人教版 高中必修5,高中
wedding,'wɛdɪŋ,婚礼,,,人教版高中必修5,3,,,人教版 高中必修5,高中
fold,fold,折叠；对折,,,人教版高中必修5,3,,,人教版 高中必修5,高中
sightseeing,'saɪtsiɪŋ,观光；游览,,,人教版高中必修5,3,,,人教版 高中必修5,高中
delight,dɪ'laɪt,快乐；高兴；喜悦；使高兴；使欣喜,,,人教版高中必修5,3,,,人教版 高中必修5,高中
royal,'rɔɪəl,王室的；皇家的；高贵的,,,人教版高中必修5,3,,,人教版 高中必修5,高中
uniform,junəˌfɔrm,制服,,,人教版高中必修5,3,,,人教版 高中必修5,高中
St Paul's Cathedral,,圣保罗大教堂,,,人教版高中必修5,3,,,人教版 高中必修5,高中
splendid,'splɛndɪd,极好的；壮丽的；辉煌的,,,人教版高中必修5,3,,,人教版 高中必修5,高中
Westminster Abbey,,威斯敏斯特教堂（英国名人墓地）,,,人教版高中必修5,3,,,人教版 高中必修5,高中
statue,'stætʃu,塑像；雕像,,,人教版高中必修5,3,,,人教版 高中必修5,高中
Buckingham  Palace,,白金汉宫,,,人教版高中必修5,3,,,人教版 高中必修5,高中
Greenwich,,格林尼治（英城市）,,,人教版高中必修5,3,,,人教版 高中必修5,高中
longitude,'lɑndʒətud,经线；经度,,,人教版高中必修5,3,,,人教版 高中必修5,高中
imaginary,ɪ'mædʒɪnɛri,想象中的；假想的；虚构的,,,人教版高中必修5,3,,,人教版 高中必修5,高中
navigation,'nævə'geʃən,导航；航行,,,人教版高中必修5,3,,,人教版 高中必修5,高中
Highgate Cemetery,,海格特墓地（英伦敦北郊，内有马克思及其家人的坟墓）,,,人教版高中必修5,3,,,人教版 高中必修5,高中
communism,'kɑmjʊ'nɪzəm,共产主义,,,人教版高中必修5,3,,,人教版 高中必修5,高中
original,ə'rɪdʒənl,最初的；原始的；独创的；新颖的；原作的,,,人教版高中必修5,3,,,人教版 高中必修5,高中
thrill,θrɪl,使激动,,,人教版高中必修5,3,,,人教版 高中必修5,高中
pot,pɑt,罐；壶,,,人教版高中必修5,3,,,人教版 高中必修5,高中
error,'ɛrɚ,错误；过失；谬误,,,人教版高中必修5,3,,,人教版 高中必修5,高中
tense,tɛns,时态,,,人教版高中必修5,3,,,人教版 高中必修5,高中
consistent,kən'sɪstənt,一致的,,,人教版高中必修5,3,,,人教版 高中必修5,高中
aspect,'æspɛkt,方面；层面,,,人教版高中必修5,3,,,人教版 高中必修5,高中
impression,ɪm'prɛʃən,印象；感想,,,人教版高中必修5,3,,,人教版 高中必修5,高中
take up,,开始；继续；拿起；接受；占用,,,人教版高中必修5,3,,,人教版 高中必修5,高中
constant,'kɑnstənt,时常发生的；连续不断的,,,人教版高中必修5,3,,,人教版 高中必修5,高中
constantly,'kɑnstəntli,不断地,,,人教版高中必修5,3,,,人教版 高中必修5,高中
jet,dʒɛt,喷气式飞机,,,人教版高中必修5,3,,,人教版 高中必修5,高中
jet lag,,飞行时差反应,,,人教版高中必修5,3,,,人教版 高中必修5,高中
flashback,'flæʃbæk,闪回；倒叙,,,人教版高中必修5,3,,,人教版 高中必修5,高中
previous,'privɪəs,在前的；早先的,,,人教版高中必修5,3,,,人教版 高中必修5,高中
uncertain,ʌn'sɝtn,不确切的；无把握的,,,人教版高中必修5,3,,,人教版 高中必修5,高中
guide,ɡaɪd,指导；向导；导游；指引；指导,,,人教版高中必修5,3,,,人教版 高中必修5,高中
tablet,ˈtæblɪt,药片,,,人教版高中必修5,3,,,人教版 高中必修5,高中
expertise,'ɛkspɝ'tiz,专业技能; 专业知识（技能等）,,,人教版高中必修5,3,,,人教版 高中必修5,高中
capsule,ˈkæpsl;,胶囊；太空舱,,,人教版高中必修5,3,,,人教版 高中必修5,高中
steward,'stuɚd,乘务员；服务员,,,人教版高中必修5,3,,,人教版 高中必修5,高中
stewardess,ˈstuərdəs,女乘务员,,,人教版高中必修5,3,,,人教版 高中必修5,高中
opening,'opənɪŋ,（出入的）通路；开口；开端,,,人教版高中必修5,3,,,人教版 高中必修5,高中
sideways,'saɪdwez,往（向、从）一侧；侧着；侧面朝前,,,人教版高中必修5,3,,,人教版 高中必修5,高中
surrounding,sə'raʊndɪŋ,周围的事物；环境；周围的,,,人教版高中必修5,3,,,人教版 高中必修5,高中
tolerate,'tɑləret,容忍；忍受,,,人教版高中必修5,3,,,人教版 高中必修5,高中
combination,，kɑmbɪ'neʃən,结合；组合,,,人教版高中必修5,3,,,人教版 高中必修5,高中
lack,læk,缺乏；没有；缺乏；短缺的东西,,,人教版高中必修5,3,,,人教版 高中必修5,高中
adjustment,ə'dʒʌstmənt,调整；调节,,,人教版高中必修5,3,,,人教版 高中必修5,高中
mask,mæsk,面具；面罩；伪装,,,人教版高中必修5,3,,,人教版 高中必修5,高中
be back on one's feet,,(困境后)恢复；完全复原,,,人教版高中必修5,3,,,人教版 高中必修5,高中
hover,'hʌvɚ,盘旋,,,人教版高中必修5,3,,,人教版 高中必修5,高中
carriage,'kærɪdʒ,运输工具；四轮马车；客车,,,人教版高中必修5,3,,,人教版 高中必修5,高中
press,prɛs,按；压；按；压；印刷；新闻；新闻界,,,人教版高中必修5,3,,,人教版 高中必修5,高中
fasten,'fæsən,系牢；扎牢,,,人教版高中必修5,3,,,人教版 高中必修5,高中
belt,bɛlt,腰带；皮带,,,人教版高中必修5,3,,,人教版 高中必修5,高中
safety belt,,安全带,,,人教版高中必修5,3,,,人教版 高中必修5,高中
lose sight of...,,看不见……,,,人教版高中必修5,3,,,人教版 高中必修5,高中
sweep up,,打扫；横扫,,,人教版高中必修5,3,,,人教版 高中必修5,高中
flash,flæʃ,（使）闪光；（使）闪现,,,人教版高中必修5,3,,,人教版 高中必修5,高中
switch,swɪtʃ,开关；转换；转换,,,人教版高中必修5,3,,,人教版 高中必修5,高中
timetable,'taɪm'tebl,时间表；时刻表,,,人教版高中必修5,3,,,人教版 高中必修5,高中
exhausted,ɪɡ'zɔstɪd,筋疲力尽的；疲惫不堪的,,,人教版高中必修5,3,,,人教版 高中必修5,高中
slide into,,（快捷而悄声地）移动；溜进……,,,人教版高中必修5,3,,,人教版 高中必修5,高中
optimistic,，ɑptɪ'mɪstɪk,乐观（主义）的,,,人教版高中必修5,3,,,人教版 高中必修5,高中
pessimistic,，pɛsɪ'mɪstɪk,悲观（主义）的,,,人教版高中必修5,3,,,人教版 高中必修5,高中
speed up,,加速,,,人教版高中必修5,3,,,人教版 高中必修5,高中
pedal,'pɛdl,踏板；脚蹬,,,人教版高中必修5,3,,,人教版 高中必修5,高中
alien,ˈeliən，ˈeljən,外星人；外国人；陌生的；外国的；外星球的,,,人教版高中必修5,3,,,人教版 高中必修5,高中
mud,mʌd,泥（浆）,,,人教版高中必修5,3,,,人教版 高中必修5,高中
desert,(for v.) dɪˈzɝ​t; (for n.) 'dɛzɚt,沙漠；荒原,,,人教版高中必修5,3,,,人教版 高中必修5,高中
enormous,ɪ'nɔrməs,巨大的；庞大的,,,人教版高中必修5,3,,,人教版 高中必修5,高中
imitate,'ɪmɪtet,模仿,,,人教版高中必修5,3,,,人教版 高中必修5,高中
moveable,,可移动的；活动的,,,人教版高中必修5,3,,,人教版 高中必修5,高中
citizen,'sɪtɪzn,市民，城镇居民；公民,,,人教版高中必修5,3,,,人教版 高中必修5,高中
typist,'taɪpɪst,打字员,,,人教版高中必修5,3,,,人教版 高中必修5,高中
typewriter,'taɪpraɪtɚ,打字机,,,人教版高中必修5,3,,,人教版 高中必修5,高中
postage,'postɪdʒ,邮资,,,人教版高中必修5,3,,,人教版 高中必修5,高中
postcode,'post'kod,邮政编码,,,人教版高中必修5,3,,,人教版 高中必修5,高中
button,'bʌtn,按钮,,,人教版高中必修5,3,,,人教版 高中必修5,高中
instant,'ɪnstənt,瞬间；片刻；立即的；立刻的,,,人教版高中必修5,3,,,人教版 高中必修5,高中
receiver,rɪ'sivɚ,电话听筒；接收器；〔破产企业或公司的〕管理人，接管人,,,人教版高中必修5,3,,,人教版 高中必修5,高中
efficiency,ɪˈfɪʃənsɪ,效率；功效,,,人教版高中必修5,3,,,人教版 高中必修5,高中
efficient,ɪ'fɪʃnt,效率高的；有能力的,,,人教版高中必修5,3,,,人教版 高中必修5,高中
ribbon,'rɪbən,丝带；带状物,,,人教版高中必修5,3,,,人教版 高中必修5,高中
dustbin,'dʌstbɪn,垃圾箱,,,人教版高中必修5,3,,,人教版 高中必修5,高中
dispose,dɪ'spoz,布置；安排,,,人教版高中必修5,3,,,人教版 高中必修5,高中
disposal,dɪ'spozl,清除；处理,,,人教版高中必修5,3,,,人教版 高中必修5,高中
ecology,ɪ'kɑlədʒi,生态；生态学,,,人教版高中必修5,3,,,人教版 高中必修5,高中
greedy,'gridi,贪吃的；贪婪的；贪心的,,,人教版高中必修5,3,,,人教版 高中必修5,高中
swallow,'swɑlo,吞下；咽下,,,人教版高中必修5,3,,,人教版 高中必修5,高中
material,mə'tɪrɪəl,原料；材料,,,人教版高中必修5,3,,,人教版 高中必修5,高中
recycle,，ri'saɪkl,回收利用；再利用,,,人教版高中必修5,3,,,人教版 高中必修5,高中
manufacture,'mænjə'fæktʃɚ,(用机器)大量生产；成批制造,,,人教版高中必修5,3,,,人教版 高中必修5,高中
goods,ɡʊdz,货物,,,人教版高中必修5,3,,,人教版 高中必修5,高中
etc,ɪt'sɛtərə， ɛt-,诸如此类；等等,,,人教版高中必修5,3,,,人教版 高中必修5,高中
representative,'rɛprɪ'zɛntətɪv,代表；典型人物；典型的；有代表性的,,,人教版高中必修5,3,,,人教版 高中必修5,高中
settlement,'sɛtlmənt,协议，和解,,,人教版高中必修5,3,,,人教版 高中必修5,高中
motivation,，motə'veʃən,动机,,,人教版高中必修5,3,,,人教版 高中必修5,高中
journalist,ˈdʒɝ​nlɪst,记者；新闻工作者,,,人教版高中必修5,3,,,人教版 高中必修5,高中
involve,ɪn'vɑlv,牵涉；涉及；影响；包括；使参与（卷入）……,,,人教版高中必修5,3,,,人教版 高中必修5,高中
editor,'ɛdɪtɚ,编辑,,,人教版高中必修5,3,,,人教版 高中必修5,高中
photograph,'fotəɡræf,照片；给……照相,,,人教版高中必修5,3,,,人教版 高中必修5,高中
photographer,fə'tɑgrəfɚ,摄影师,,,人教版高中必修5,3,,,人教版 高中必修5,高中
photography,fə'tɑɡrəfi,摄影,,,人教版高中必修5,3,,,人教版 高中必修5,高中
unforgettable,，ʌnfɚ'ɡɛtəbl,难忘的；永远记得的,,,人教版高中必修5,3,,,人教版 高中必修5,高中
assignment,ə'saɪnmənt,任务; 作业,,,人教版高中必修5,3,,,人教版 高中必修5,高中
delighted,dɪ'laɪtɪd,快乐的；欣喜的,,,人教版高中必修5,3,,,人教版 高中必修5,高中
admirable,'ædmərəbl,值得赞扬的；令人钦佩的,,,人教版高中必修5,3,,,人教版 高中必修5,高中
unusual,ʌnˈjuʒəl,不同寻常的；独特的,,,人教版高中必修5,3,,,人教版 高中必修5,高中
assist,ə'sɪst,帮助；协助；援助,,,人教版高中必修5,3,,,人教版 高中必修5,高中
assistant,ə'sɪstənt,助手；助理,,,人教版高中必修5,3,,,人教版 高中必修5,高中
submit,səb'mɪt,递交；呈递（文件等）,,,人教版高中必修5,3,,,人教版 高中必修5,高中
profession,prə'fɛʃən,职业；专业,,,人教版高中必修5,3,,,人教版 高中必修5,高中
professional,prə'fɛʃənl,专业的；职业的；专业人员,,,人教版高中必修5,3,,,人教版 高中必修5,高中
colleague,'kɑliɡ,同事,,,人教版高中必修5,3,,,人教版 高中必修5,高中
eager,'igɚ,渴望的；热切的,,,人教版高中必修5,3,,,人教版 高中必修5,高中
concentrate,'kɑnsn'tret,集中；聚集,,,人教版高中必修5,3,,,人教版 高中必修5,高中
concentrate on,,集中；全神贯注于,,,人教版高中必修5,3,,,人教版 高中必修5,高中
amateur,ˈæmətər,业余爱好者,,,人教版高中必修5,3,,,人教版 高中必修5,高中
update,，ʌp'det,更新；使现代化,,,人教版高中必修5,3,,,人教版 高中必修5,高中
acquire,ə'kwaɪr,获得；取得,,,人教版高中必修5,3,,,人教版 高中必修5,高中
assess,ə'sɛs,评估；评定,,,人教版高中必修5,3,,,人教版 高中必修5,高中
inform,ɪn'fɔrm,告知；通知,,,人教版高中必修5,3,,,人教版 高中必修5,高中
deadline,ˈdedlaɪn,最后期限,,,人教版高中必修5,3,,,人教版 高中必修5,高中
interviewee,，ɪntɚvju'i,参加面试者；接受采访者,,,人教版高中必修5,3,,,人教版 高中必修5,高中
meanwhile,'minwaɪl,其间；同时,,,人教版高中必修5,3,,,人教版 高中必修5,高中
depend on,,依靠；依赖,,,人教版高中必修5,3,,,人教版 高中必修5,高中
case,kes,情况；病例；案例,,,人教版高中必修5,3,,,人教版 高中必修5,高中
accuse,ə'kjuz,指责；谴责；控告,,,人教版高中必修5,3,,,人教版 高中必修5,高中
accuse...of,,因……指责或控告……,,,人教版高中必修5,3,,,人教版 高中必修5,高中
accusation,，ækju'zeʃən,指责；谴责；控告,,,人教版高中必修5,3,,,人教版 高中必修5,高中
deliberately,dɪ'lɪbərətli,故意地,,,人教版高中必修5,3,,,人教版 高中必修5,高中
so as to (do sth),,为了（做）……,,,人教版高中必修5,3,,,人教版 高中必修5,高中
deny,dɪ'nai,否认；拒绝,,,人教版高中必修5,3,,,人教版 高中必修5,高中
sceptical,'skeptikəl,怀疑的（<美>skeptical）,,,人教版高中必修5,3,,,人教版 高中必修5,高中
guilty,'ɡɪlti,犯罪的；有罪的；有过错的，有过失的；内疚的,,,人教版高中必修5,3,,,人教版 高中必修5,高中
dilemma,dəˈlɛmə， daɪ-,（进退两难的）困境；窘境,,,人教版高中必修5,3,,,人教版 高中必修5,高中
demand,dɪ'mænd,需求；要求；强烈要求,,,人教版高中必修5,3,,,人教版 高中必修5,高中
demanding,dɪ'mændɪŋ,要求很高的；费力的,,,人教版高中必修5,3,,,人教版 高中必修5,高中
publish,'pʌblɪʃ,出版；发行；发表；公布,,,人教版高中必修5,3,,,人教版 高中必修5,高中
scoop,skup,抢先获得的新闻、利润等；勺子,,,人教版高中必修5,3,,,人教版 高中必修5,高中
section,'sɛkʃən,部分；节,,,人教版高中必修5,3,,,人教版 高中必修5,高中
concise,kən'saɪs,简明的；简练的,,,人教版高中必修5,3,,,人教版 高中必修5,高中
imaginative,ɪ'mædʒɪnətɪv,富于想象力的,,,人教版高中必修5,3,,,人教版 高中必修5,高中
technical,'tɛknɪkl,技术（上）的；技巧方面的,,,人教版高中必修5,3,,,人教版 高中必修5,高中
technically,'tɛknɪkli,技术上；工艺上,,,人教版高中必修5,3,,,人教版 高中必修5,高中
thorough,ˈθʌrəʊ; θʌro,彻底的；详尽的,,,人教版高中必修5,3,,,人教版 高中必修5,高中
gifted,'ɡɪftɪd,有天赋的,,,人教版高中必修5,3,,,人教版 高中必修5,高中
idiomatic,，ɪdɪə'mætɪk,合乎语言习惯的,,,人教版高中必修5,3,,,人教版 高中必修5,高中
housewife,'haʊs'waɪf,家庭主妇,,,人教版高中必修5,3,,,人教版 高中必修5,高中
crime,kraɪm,罪行；犯罪,,,人教版高中必修5,3,,,人教版 高中必修5,高中
edition,ɪ'dɪʃən,版（本）；版次,,,人教版高中必修5,3,,,人教版 高中必修5,高中
ahead of,,在……前面,,,人教版高中必修5,3,,,人教版 高中必修5,高中
department,dɪ'pɑrtmənt,部门；部；处；系,,,人教版高中必修5,3,,,人教版 高中必修5,高中
accurate,'ækjərət,正确的；精确的,,,人教版高中必修5,3,,,人教版 高中必修5,高中
