text,phonetic,meaning,example,audio,tag,difficulty,root,inflections,source,grade
such as,,例如；诸如,,,人教版八上,2,,,人教版 8年级上册,八年级
together,tə'ɡɛðɚ,共同；一起,,,人教版八上,2,,,人教版 8年级上册,八年级
die,daɪ,死；枯竭；消失,,,人教版八上,2,,,人教版 8年级上册,八年级
writer,'raɪtɚ,作者；作家,,,人教版八上,2,,,人教版 8年级上册,八年级
dentist,'dɛntɪst,牙科医生,,,人教版八上,2,,,人教版 8年级上册,八年级
magazine,'mæɡəzin,杂志,,,人教版八上,2,,,人教版 8年级上册,八年级
however,haʊ'ɛvɚ,然而；无论如何；不管多么,,,人教版八上,2,,,人教版 8年级上册,八年级
than,ðæn,比,,,人教版八上,2,,,人教版 8年级上册,八年级
more than,mɔr ðæn,超过；多于；；不仅仅；非常,,,人教版八上,2,,,人教版 8年级上册,八年级
almost,'ɔlmost,几乎；差不多,,,人教版八上,2,,,人教版 8年级上册,八年级
none,nʌn,没有人；没有任何东西，毫无,,,人教版八上,2,,,人教版 8年级上册,八年级
less,lɛs,更少的；较少的,,,人教版八上,2,,,人教版 8年级上册,八年级
less than,,不到；少于,,,人教版八上,2,,,人教版 8年级上册,八年级
point,pɔɪnt,看法；要点；重点；小数点；目标；分数,,,人教版八上,2,,,人教版 8年级上册,八年级
outgoing,'aʊt'goɪŋ,外向的,,,人教版八上,2,,,人教版 8年级上册,八年级
better,'bɛtɚ,更好的；较好的；更好地,,,人教版八上,2,,,人教版 8年级上册,八年级
loudly,'laʊdli,大声地；高声地；花俏地,,,人教版八上,2,,,人教版 8年级上册,八年级
quietly,ˈkwaɪətli,安静地；悄悄地；平静地,,,人教版八上,2,,,人教版 8年级上册,八年级
hard-working,ˈhɑːdˈwɜːkɪŋ,勤勉的；努力工作的,,,人教版八上,2,,,人教版 8年级上册,八年级
competition,，kɑmpə'tɪʃən,竞争；比赛,,,人教版八上,2,,,人教版 8年级上册,八年级
fantastic,fæn'tæstɪk,极好的；了不起的,,,人教版八上,2,,,人教版 8年级上册,八年级
which,wɪtʃ,哪一个；哪些,,,人教版八上,2,,,人教版 8年级上册,八年级
clearly,'klɪrli,清楚地；显然地,,,人教版八上,2,,,人教版 8年级上册,八年级
win,wɪn,赢；赢得；获胜；获得；胜利,,,人教版八上,2,,,人教版 8年级上册,八年级
though,ðo,虽然；尽管；；不过,,,人教版八上,2,,,人教版 8年级上册,八年级
talented,'tæləntɪd,有才能的；有天赋的,,,人教版八上,2,,,人教版 8年级上册,八年级
truly,ˈtruːli,真实地；真诚地；正确地,,,人教版八上,2,,,人教版 8年级上册,八年级
care,kɛr,在乎；关心；担忧；照顾,,,人教版八上,2,,,人教版 8年级上册,八年级
care about,,关心,,,人教版八上,2,,,人教版 8年级上册,八年级
serious,'sɪrɪəs,严重的；严肃的；庄重的,,,人教版八上,2,,,人教版 8年级上册,八年级
mirror,'mɪrɚ,镜子；反映,,,人教版八上,2,,,人教版 8年级上册,八年级
kid,kɪd,孩子，小孩,,,人教版八上,2,,,人教版 8年级上册,八年级
as long as,,只要,,,人教版八上,2,,,人教版 8年级上册,八年级
necessary,ˈnɛsəˌsɛri,必要的；必然的,,,人教版八上,2,,,人教版 8年级上册,八年级
be different from,,和...不同,,,人教版八上,2,,,人教版 8年级上册,八年级
both,boθ,两者,,,人教版八上,2,,,人教版 8年级上册,八年级
bring out,,拿出；推出,,,人教版八上,2,,,人教版 8年级上册,八年级
grade,ɡred,成绩,,,人教版八上,2,,,人教版 8年级上册,八年级
should,ʃəd; strong form ʃʊd,应该；应当；可能；将要,,,人教版八上,2,,,人教版 8年级上册,八年级
the same as,,与...同样的,,,人教版八上,2,,,人教版 8年级上册,八年级
saying,'seɪŋ,名言,,,人教版八上,2,,,人教版 8年级上册,八年级
reach,ritʃ,到达；伸出；达成；取得联系；延伸；(伸手)去够,,,人教版八上,2,,,人教版 8年级上册,八年级
hand,hænd,手,,,人教版八上,2,,,人教版 8年级上册,八年级
touch,tʌtʃ,触摸；感动,,,人教版八上,2,,,人教版 8年级上册,八年级
heart,hɑrt,心脏；内心,,,人教版八上,2,,,人教版 8年级上册,八年级
fact,fækt,事实；真相；实际,,,人教版八上,2,,,人教版 8年级上册,八年级
in fact,,事实上；实际上,,,人教版八上,2,,,人教版 8年级上册,八年级
break,brek,打碎；折断；违背；结束; 打破 (困难或不快的情形),,,人教版八上,2,,,人教版 8年级上册,八年级
arm,ɑrm,胳膊,,,人教版八上,2,,,人教版 8年级上册,八年级
laugh,læf,发笑；笑；笑声；笑；笑料,,,人教版八上,2,,,人教版 8年级上册,八年级
share,ʃɛr,分享，共享；共有；分配,,,人教版八上,2,,,人教版 8年级上册,八年级
loud,laʊd,大声的；大声地；响亮地,,,人教版八上,2,,,人教版 8年级上册,八年级
similar,'sɪməlɚ,类似的,,,人教版八上,2,,,人教版 8年级上册,八年级
be similar to,,类似于；与...相似,,,人教版八上,2,,,人教版 8年级上册,八年级
primary,'praɪmɛri,小学教育的，初级教育的；原始的；最初的,,,人教版八上,2,,,人教版 8年级上册,八年级
primary school,,小学,,,人教版八上,2,,,人教版 8年级上册,八年级
information,'ɪnfɚ'meʃən,信息；情报；资料,,,人教版八上,2,,,人教版 8年级上册,八年级
theater,'θiətɚ,剧场；电影院；戏院,,,人教版八上,2,,,人教版 8年级上册,八年级
comfortable,ˈkʌmfɚtəbl,舒适的；充裕的,,,人教版八上,2,,,人教版 8年级上册,八年级
seat,sit,座位,,,人教版八上,2,,,人教版 8年级上册,八年级
screen,skrin,屏幕；银幕,,,人教版八上,2,,,人教版 8年级上册,八年级
close,kloz,关；合拢；不开放；停业（暂时性或永久性）,,,人教版八上,2,,,人教版 8年级上册,八年级
ticket,'tɪkɪt,票,,,人教版八上,2,,,人教版 8年级上册,八年级
worst,wɝst,最坏的；最差的,,,人教版八上,2,,,人教版 8年级上册,八年级
cheaply,,廉价地；,,,人教版八上,2,,,人教版 8年级上册,八年级
song,sɔŋ,歌曲；歌唱,,,人教版八上,2,,,人教版 8年级上册,八年级
choose,tʃuz,选择；决定,,,人教版八上,2,,,人教版 8年级上册,八年级
carefully,'kɛrfəli,小心地，认真地,,,人教版八上,2,,,人教版 8年级上册,八年级
reporter,rɪ'pɔrtɚ,记者,,,人教版八上,2,,,人教版 8年级上册,八年级
so far,,到目前为止；迄今为止,,,人教版八上,2,,,人教版 8年级上册,八年级
fresh,frɛʃ,新的；新做的；新增的；新鲜的；清新的,,,人教版八上,2,,,人教版 8年级上册,八年级
comfortably,'kʌmftəbli,舒服地；充裕地；容易地,,,人教版八上,2,,,人教版 8年级上册,八年级
worse,wɜrs,更坏的；更差的,,,人教版八上,2,,,人教版 8年级上册,八年级
service,'sɝvɪs,公共服务系统，公共服务；公共事业机构,,,人教版八上,2,,,人教版 8年级上册,八年级
pretty,ˈprɪtɪ,相当地；漂亮的,,,人教版八上,2,,,人教版 8年级上册,八年级
menu,'mɛnju,菜单,,,人教版八上,2,,,人教版 8年级上册,八年级
act,ækt,行动；表演,,,人教版八上,2,,,人教版 8年级上册,八年级
meal,mil,一餐；膳食,,,人教版八上,2,,,人教版 8年级上册,八年级
creative,krɪ'etɪv,创造的，创造性的；,,,人教版八上,2,,,人教版 8年级上册,八年级
performer,pɚ'fɔrmɚ,表演者；执行者,,,人教版八上,2,,,人教版 8年级上册,八年级
talent,'tælənt,天赋；才能，才艺；,,,人教版八上,2,,,人教版 8年级上册,八年级
common,'kɑmən,常见的；共同的；普通的,,,人教版八上,2,,,人教版 8年级上册,八年级
have...in common,,有相同特征,,,人教版八上,2,,,人教版 8年级上册,八年级
magician,mə'dʒɪʃən,魔术师；术士,,,人教版八上,2,,,人教版 8年级上册,八年级
all kinds of,,各种各样；各种类型,,,人教版八上,2,,,人教版 8年级上册,八年级
beautifully,,美丽地；完美地；,,,人教版八上,2,,,人教版 8年级上册,八年级
be up to,,是…….的职责；由…….决定,,,人教版八上,2,,,人教版 8年级上册,八年级
role,rol,作用；角色,,,人教版八上,2,,,人教版 8年级上册,八年级
play a role,,发挥作用；有影响,,,人教版八上,2,,,人教版 8年级上册,八年级
winner,'wɪnɚ,获胜者,,,人教版八上,2,,,人教版 8年级上册,八年级
prize,praɪz,奖品；奖金,,,人教版八上,2,,,人教版 8年级上册,八年级
everybody,'ɛvrɪbɑdi,每人；人人,,,人教版八上,2,,,人教版 8年级上册,八年级
make up,,编造,,,人教版八上,2,,,人教版 8年级上册,八年级
example,ɪg'zæmpl,例子；榜样,,,人教版八上,2,,,人教版 8年级上册,八年级
for example,fɔr ɪɡˈzæmpəl,例如,,,人教版八上,2,,,人教版 8年级上册,八年级
poor,pʊər; pʊr,贫穷的；可怜的,,,人教版八上,2,,,人教版 8年级上册,八年级
seriously,'sɪrɪəsli,严重地；严肃地,,,人教版八上,2,,,人教版 8年级上册,八年级
take...seriously,,认真对待......,,,人教版八上,2,,,人教版 8年级上册,八年级
give,ɡɪv,给；赠予；送,,,人教版八上,2,,,人教版 8年级上册,八年级
crowded,'kraʊdɪd,拥挤的,,,人教版八上,2,,,人教版 8年级上册,八年级
sitcom,'sɪtkɑm,情景喜剧（situation comedy的缩写）,,,人教版八上,2,,,人教版 8年级上册,八年级
situation comedy,,情景喜剧,,,人教版八上,2,,,人教版 8年级上册,八年级
news,nuz,消息；新闻,,,人教版八上,2,,,人教版 8年级上册,八年级
soap,sop,肥皂,,,人教版八上,2,,,人教版 8年级上册,八年级
soap opera,,肥皂剧,,,人教版八上,2,,,人教版 8年级上册,八年级
educational,，ɛdʒu'keʃənl,教育的；有教育意义的,,,人教版八上,2,,,人教版 8年级上册,八年级
plan,plæn,计划；打算；计划,,,人教版八上,2,,,人教版 8年级上册,八年级
hope,hop,希望；期望；盼望；希望,,,人教版八上,2,,,人教版 8年级上册,八年级
find out,,查明、弄清,,,人教版八上,2,,,人教版 8年级上册,八年级
discussion,dɪ'skʌʃən,讨论；谈论,,,人教版八上,2,,,人教版 8年级上册,八年级
stand,stænd,站立；忍受,,,人教版八上,2,,,人教版 8年级上册,八年级
happen,'hæpən,发生；碰巧,,,人教版八上,2,,,人教版 8年级上册,八年级
may,me,可能，也许；可以，能够,,,人教版八上,2,,,人教版 8年级上册,八年级
expect,ɪk'spɛkt,预期；期待；盼望,,,人教版八上,2,,,人教版 8年级上册,八年级
joke,dʒok,笑话；玩笑；说笑话；开玩笑,,,人教版八上,2,,,人教版 8年级上册,八年级
comedy,'kɑmədi,喜剧,,,人教版八上,2,,,人教版 8年级上册,八年级
meaningless,'minɪŋləs,无意义的；不重要的,,,人教版八上,2,,,人教版 8年级上册,八年级
action,'ækʃən,行动；行为,,,人教版八上,2,,,人教版 8年级上册,八年级
action movie,,动作片,,,人教版八上,2,,,人教版 8年级上册,八年级
cartoon,kɑr'tun,卡通；漫画,,,人教版八上,2,,,人教版 8年级上册,八年级
culture,'kʌltʃɚ,文化,,,人教版八上,2,,,人教版 8年级上册,八年级
famous,'feməs,著名的；有名的,,,人教版八上,2,,,人教版 8年级上册,八年级
appear,ə'pɪr,似乎；显得；出现,,,人教版八上,2,,,人教版 8年级上册,八年级
become,bɪ'kʌm,变成；成为,,,人教版八上,2,,,人教版 8年级上册,八年级
rich,rɪtʃ,富有的；富饶的；丰富的,,,人教版八上,2,,,人教版 8年级上册,八年级
successful,sək'sɛsfl,成功的；圆满的,,,人教版八上,2,,,人教版 8年级上册,八年级
might,maɪt,可能；也许；may的过去式,,,人教版八上,2,,,人教版 8年级上册,八年级
main,meɪn,主要的；最重要的,,,人教版八上,2,,,人教版 8年级上册,八年级
reason,ˈrizən,原因；理由,,,人教版八上,2,,,人教版 8年级上册,八年级
comedy.,'kɑmədi,喜剧,,,人教版八上,2,,,人教版 8年级上册,八年级
film,fɪlm,电影,,,人教版八上,2,,,人教版 8年级上册,八年级
unlucky,ʌn'lʌki,倒霉的；不幸的；不吉利的,,,人教版八上,2,,,人教版 8年级上册,八年级
lose,luz,丢失；失败,,,人教版八上,2,,,人教版 8年级上册,八年级
girlfriend,'ɡɝlfrɛnd,女朋友,,,人教版八上,2,,,人教版 8年级上册,八年级
ready,'rɛdi,准备好的；乐意的,,,人教版八上,2,,,人教版 8年级上册,八年级
be ready to,,愿意做某事,,,人教版八上,2,,,人教版 8年级上册,八年级
character,'kærɪktɚ,个性；品质；人物,,,人教版八上,2,,,人教版 8年级上册,八年级
simple,'sɪmpl,简单的；朴素的；单纯的,,,人教版八上,2,,,人教版 8年级上册,八年级
dress up,drɛs ʌp,装扮；乔装打扮,,,人教版八上,2,,,人教版 8年级上册,八年级
take sb.'s place,,代替；替换,,,人教版八上,2,,,人教版 8年级上册,八年级
army,'ɑrmi,军队；陆军；一大批,,,人教版八上,2,,,人教版 8年级上册,八年级
do a good job,,工作干得好；做得好,,,人教版八上,2,,,人教版 8年级上册,八年级
grow up,,长大；成长,,,人教版八上,2,,,人教版 8年级上册,八年级
computer programmer,,计算机管理员,,,人教版八上,2,,,人教版 8年级上册,八年级
cook,kʊk,烹调，煮，烧，做(饭),,,人教版八上,2,,,人教版 8年级上册,八年级
doctor,'dɑktɚ,医生,,,人教版八上,2,,,人教版 8年级上册,八年级
engineer,，ɛndʒɪ'nɪr,工程师,,,人教版八上,2,,,人教版 8年级上册,八年级
violinist,，vaɪə'lɪnɪst,小提琴手,,,人教版八上,2,,,人教版 8年级上册,八年级
driver,'draɪvɚ,驾驶员；驱动程序,,,人教版八上,2,,,人教版 8年级上册,八年级
pilot,'paɪlət,飞行员,,,人教版八上,2,,,人教版 8年级上册,八年级
pianist,'pɪənɪst,钢琴家,,,人教版八上,2,,,人教版 8年级上册,八年级
scientist,'saɪəntɪst,科学家,,,人教版八上,2,,,人教版 8年级上册,八年级
be sure about,,确信,,,人教版八上,2,,,人教版 8年级上册,八年级
make sure,mek ʃʊər,确保,,,人教版八上,2,,,人教版 8年级上册,八年级
college,'kɑlɪdʒ,大学,,,人教版八上,2,,,人教版 8年级上册,八年级
education,，ɛdʒu'keʃən,教育,,,人教版八上,2,,,人教版 8年级上册,八年级
medicine,ˈmedɪsn; mɛdəsn,药；医学,,,人教版八上,2,,,人教版 8年级上册,八年级
university,，junɪ'vɝsəti,大学，高等学府,,,人教版八上,2,,,人教版 8年级上册,八年级
London,ˈlʌndən,伦敦,,,人教版八上,2,,,人教版 8年级上册,八年级
article,'ɑrtɪkl,文章，论文,,,人教版八上,2,,,人教版 8年级上册,八年级
send,sɛnd,邮寄，发送,,,人教版八上,2,,,人教版 8年级上册,八年级
resolution,，rɛzə'luʃən,决定；决心,,,人教版八上,2,,,人教版 8年级上册,八年级
team,tim,(一)队(人)；(一)组(人),,,人教版八上,2,,,人教版 8年级上册,八年级
foreign,'fɔrən,外国的,,,人教版八上,2,,,人教版 8年级上册,八年级
able,'ebl,聪明能干的，能力出众的,,,人教版八上,2,,,人教版 8年级上册,八年级
be able to,,能够做某事,,,人教版八上,2,,,人教版 8年级上册,八年级
question,'kwɛstʃən,问题,,,人教版八上,2,,,人教版 8年级上册,八年级
meaning,'minɪŋ,意义,,,人教版八上,2,,,人教版 8年级上册,八年级
discuss,dɪ'skʌs,讨论，商量,,,人教版八上,2,,,人教版 8年级上册,八年级
promise,'prɑmɪs,承诺，诺言；诺言,,,人教版八上,2,,,人教版 8年级上册,八年级
beginning,bɪ'ɡɪnɪŋ,开头，开端,,,人教版八上,2,,,人教版 8年级上册,八年级
at the beginning of,,起初,,,人教版八上,2,,,人教版 8年级上册,八年级
improve,ɪm'pruv,改进，改善,,,人教版八上,2,,,人教版 8年级上册,八年级
write down,,写下,,,人教版八上,2,,,人教版 8年级上册,八年级
physical,'fɪzɪkl,身体的,,,人教版八上,2,,,人教版 8年级上册,八年级
themselves,ðɛm'sɛlvz,他们自己,,,人教版八上,2,,,人教版 8年级上册,八年级
have to do with,,关于;与……有关系,,,人教版八上,2,,,人教版 8年级上册,八年级
self-improvement,,自我改进，自我提高,,,人教版八上,2,,,人教版 8年级上册,八年级
take up,,学着做；开始做,,,人教版八上,2,,,人教版 8年级上册,八年级
hobby,'hɑbi,业余爱好,,,人教版八上,2,,,人教版 8年级上册,八年级
weekly,'wikli,每周的；周刊；每周一次；逐周,,,人教版八上,2,,,人教版 8年级上册,八年级
school work,,学校作业,,,人教版八上,2,,,人教版 8年级上册,八年级
agree,ə'ɡri,同意；赞成,,,人教版八上,2,,,人教版 8年级上册,八年级
agree with,,同意,,,人教版八上,2,,,人教版 8年级上册,八年级
own,on,自己的，本人的；拥有,,,人教版八上,2,,,人教版 8年级上册,八年级
personal,'pɝsənl,个人的，私人的,,,人教版八上,2,,,人教版 8年级上册,八年级
relationship,rɪ'leʃən'ʃɪp,关系,,,人教版八上,2,,,人教版 8年级上册,八年级
paper,'pepɚ,纸,,,人教版八上,2,,,人教版 8年级上册,八年级
pollution,pə'luʃən,污染；污染物,,,人教版八上,2,,,人教版 8年级上册,八年级
prediction,prɪ'dɪkʃən,预测,,,人教版八上,2,,,人教版 8年级上册,八年级
future,ˈfjutʃɚ,未来,,,人教版八上,2,,,人教版 8年级上册,八年级
pollute,pə'lut,污染,,,人教版八上,2,,,人教版 8年级上册,八年级
environment,ɪn'vaɪrənmənt,环境,,,人教版八上,2,,,人教版 8年级上册,八年级
planet,'plænɪt,行星,,,人教版八上,2,,,人教版 8年级上册,八年级
earth,ɝθ,地球；泥土,,,人教版八上,2,,,人教版 8年级上册,八年级
plant,plænt,植物；种植,,,人教版八上,2,,,人教版 8年级上册,八年级
part,pɑrt,部分；参加,,,人教版八上,2,,,人教版 8年级上册,八年级
play a part,,参与（某事）,,,人教版八上,2,,,人教版 8年级上册,八年级
peace,pis,和平,,,人教版八上,2,,,人教版 8年级上册,八年级
sea,si,海；海洋；；许多；大量（与of连用）,,,人教版八上,2,,,人教版 8年级上册,八年级
sky,skaɪ,天空,,,人教版八上,2,,,人教版 8年级上册,八年级
astronaut,'æstrəˌnɔt,宇航员,,,人教版八上,2,,,人教版 8年级上册,八年级
apartment,ə'pɑrtmənt,公寓,,,人教版八上,2,,,人教版 8年级上册,八年级
rocket,'rɑkɪt,火箭；,,,人教版八上,2,,,人教版 8年级上册,八年级
space,spes,空间；太空,,,人教版八上,2,,,人教版 8年级上册,八年级
space station,,太空站,,,人教版八上,2,,,人教版 8年级上册,八年级
human,'hjumən,人的；人；人类,,,人教版八上,2,,,人教版 8年级上册,八年级
servant,'sɝvənt,仆人,,,人教版八上,2,,,人教版 8年级上册,八年级
dangerous,'dendʒərəs,危险的,,,人教版八上,2,,,人教版 8年级上册,八年级
already,ɔl'rɛdi,已经,,,人教版八上,2,,,人教版 8年级上册,八年级
factory,'fæktri,工厂,,,人教版八上,2,,,人教版 8年级上册,八年级
over and over again,,多次；反复地,,,人教版八上,2,,,人教版 8年级上册,八年级
believe,bɪ'liv,相信,,,人教版八上,2,,,人教版 8年级上册,八年级
disagree,，dɪsə'ɡri,不同意,,,人教版八上,2,,,人教版 8年级上册,八年级
even,'ivən,甚至；愈加,,,人教版八上,2,,,人教版 8年级上册,八年级
hundreds of,,许多 ；大量； 成百上千,,,人教版八上,2,,,人教版 8年级上册,八年级
shape,ʃep,形状,,,人教版八上,2,,,人教版 8年级上册,八年级
fall,fɔl,摔倒；跌倒,,,人教版八上,2,,,人教版 8年级上册,八年级
fall down,,突然倒下；跌倒；倒塌,,,人教版八上,2,,,人教版 8年级上册,八年级
inside,'ɪn'saɪd,里面；内部；内脏；里面的；内部的；秘密的；内幕的；在里面；在……之内,,,人教版八上,2,,,人教版 8年级上册,八年级
look for,,寻找；寻求,,,人教版八上,2,,,人教版 8年级上册,八年级
possible,'pɑsəbl,可能的,,,人教版八上,2,,,人教版 8年级上册,八年级
impossible,ɪm'pɑsəbl,不可能的；不可能存在的；难以忍受的；难以忍受的；不可能；不可能的事,,,人教版八上,2,,,人教版 8年级上册,八年级
side,saɪd,侧面；旁边；方面；支持；同意，支持；旁的，侧的,,,人教版八上,2,,,人教版 8年级上册,八年级
probably,'prɑbəbli,大概；或许；很可能,,,人教版八上,2,,,人教版 8年级上册,八年级
during,'dʊrɪŋ,在……的时候，在……的期间,,,人教版八上,2,,,人教版 8年级上册,八年级
holiday,'hɑləde,假日,,,人教版八上,2,,,人教版 8年级上册,八年级
word,wɝd,字；词；单词,,,人教版八上,2,,,人教版 8年级上册,八年级
shake,ʃek,摇动；震动；动摇；发抖；摇动；哆嗦,,,人教版八上,2,,,人教版 8年级上册,八年级
milk shake,,奶昔（牛奶和冰淇淋等的混合饮料）,,,人教版八上,2,,,人教版 8年级上册,八年级
